#PathwayID	Pathway name	Ontology all ancestors
PWY-7868	coenzyme B/coenzyme M regeneration V (formate-dependent)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis|Coenzyme B/Coenzyme M Regeneration
PWY-7791	UMP biosynthesis III	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Pyrimidine Nucleotide Biosynthesis|Pyrimidine Nucleotide De Novo Biosynthesis|Pyrimidine Ribonucleotide De Novo Biosynthesis|UMP Biosynthesis
PWY-7870	L-cysteine biosynthesis VII (from S-sulfo-L-cysteine)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-cysteine Biosynthesis
PWY-5207	coenzyme B/coenzyme M regeneration I (methanophenazine-dependent)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis|Coenzyme B/Coenzyme M Regeneration
PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|CMP-sugar Biosynthesis|CMP-3-deoxy-D-manno-octulosonate Biosynthesis
PWY-6120	L-tyrosine biosynthesis III	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-tyrosine Biosynthesis
PWY-7867	coenzyme B/coenzyme M regeneration IV (H2-dependent)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis|Coenzyme B/Coenzyme M Regeneration
PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|CMP-sugar Biosynthesis|CMP-N-acetylneuraminate Biosynthesis
TYRSYN	L-tyrosine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-tyrosine Biosynthesis
PWY-7866	coenzyme B/coenzyme M regeneration III (coenzyme F420-dependent)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Single Carbon Carrier Biosynthesis|Coenzyme B/Coenzyme M Regeneration
PWY-6138	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|CMP-sugar Biosynthesis|CMP-N-acetylneuraminate Biosynthesis
PWY-3461	L-tyrosine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-tyrosine Biosynthesis
PANTO-PWY	phosphopantothenate biosynthesis I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Coenzyme A Biosynthesis|Phosphopantothenate Biosynthesis
PWY-6749	CMP-legionaminate biosynthesis I	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|CMP-sugar Biosynthesis|CMP-legionaminate biosynthesis
PWY-6134	L-tyrosine biosynthesis IV	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-tyrosine Biosynthesis
PWY-6654	phosphopantothenate biosynthesis III (archaea)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Coenzyme A Biosynthesis|Phosphopantothenate Biosynthesis
PWY-7131	CMP-legionaminate biosynthesis II	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|CMP-sugar Biosynthesis|CMP-legionaminate biosynthesis
GLYSYN-THR-PWY	glycine biosynthesis IV	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|Glycine Biosynthesis
PWY-3961	phosphopantothenate biosynthesis II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Coenzyme A Biosynthesis|Phosphopantothenate Biosynthesis
PWY-8013	UDP-N-acetyl-D-galactosamine biosynthesis III	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|UDP-N-acetyl-D-galactosamine Biosynthesis
GLYSYN-PWY	glycine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|Glycine Biosynthesis
PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|UDP-N-acetyl-D-galactosamine Biosynthesis
GLYSYN-ALA-PWY	glycine biosynthesis III	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|Glycine Biosynthesis
PWY-5512	UDP-N-acetyl-D-galactosamine biosynthesis I	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|UDP-N-acetyl-D-galactosamine Biosynthesis
GLYCINE-SYN2-PWY	glycine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|Glycine Biosynthesis
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|UDP-N-acetyl-D-glucosamine Biosynthesis
LEUSYN-PWY	L-leucine biosynthesis	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-leucine Biosynthesis
UDPNACETYLGALSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis II	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|UDP-N-acetyl-D-glucosamine Biosynthesis
PWY-3462	L-phenylalanine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-phenylalanine Biosynthesis
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Vitamin B6 Biosynthesis
PWY-6958	icosapentaenoate biosynthesis I (lower eukaryotes)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
PHESYN	L-phenylalanine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-phenylalanine Biosynthesis
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Vitamin B6 Biosynthesis
PWY-7602	icosapentaenoate biosynthesis V (8-desaturase, lower eukaryotes)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
PWY-7432	L-phenylalanine biosynthesis III (cytosolic, plants)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-phenylalanine Biosynthesis
PWY-6466	pyridoxal 5'-phosphate biosynthesis II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Vitamin B6 Biosynthesis
PWY-6940	icosapentaenoate biosynthesis VI (fungi)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
PWY0-1021	L-alanine biosynthesis III	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-alanine Biosynthesis
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Vitamin B6 Biosynthesis
PWY-7050	icosapentaenoate biosynthesis IV (bacteria)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
ALANINE-VALINESYN-PWY	L-alanine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-alanine Biosynthesis
PWY-7049	icosapentaenoate biosynthesis II (6-desaturase, mammals)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
ALANINE-SYN2-PWY	L-alanine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-alanine Biosynthesis
PWY-6875	retinoate biosynthesis II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Vitamin A Biosynthesis
PWY-7724	icosapentaenoate biosynthesis III (8-desaturase, mammals)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Icosapentaenoate Biosynthesis
SERSYN-PWY	L-serine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-serine Biosynthesis
PWY-6872	retinoate biosynthesis I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Vitamin A Biosynthesis
PWY-7606	docosahexaenoate biosynthesis III (6-desaturase, mammals)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Docosahexaenoate Biosynthesis
PWY-8011	L-serine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-serine Biosynthesis
PWY-6857	retinol biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Vitamin A Biosynthesis
PWY-7585	docosahexaenoate biosynthesis II (bacteria)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Docosahexaenoate Biosynthesis
ARGININE-SYN4-PWY	L-ornithine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|L-Ornithine Biosynthesis
PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-7053	docosahexaenoate biosynthesis I (lower eukaryotes)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Docosahexaenoate Biosynthesis
PWY-6922	L-N&delta;-acetylornithine biosynthesis	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|L-Ornithine Biosynthesis
PWY-882	L-ascorbate biosynthesis I (plants, L-galactose pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-7727	docosahexaenoate biosynthesis IV (4-desaturase, mammals)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Docosahexaenoate Biosynthesis
GLUTORN-PWY	L-ornithine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|L-Ornithine Biosynthesis
PWY-6415	L-ascorbate biosynthesis V (euglena, D-galacturonate pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-5368	dimorphecolate biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Conjugated Fatty Acid Biosynthesis
CITRULBIO-PWY	L-citrulline biosynthesis	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|L-citrulline Biosynthesis
PWY-8143	L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-5375	&alpha;-eleostearate biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Conjugated Fatty Acid Biosynthesis
PWY-3981	&beta;-alanine biosynthesis I	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|&beta; Alanine Biosynthesis
PWY4FS-11	L-ascorbate biosynthesis II (plants, L-gulose pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-5374	punicate biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Conjugated Fatty Acid Biosynthesis
PWY-5760	&beta;-alanine biosynthesis IV	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|&beta; Alanine Biosynthesis
PWY-5521	L-ascorbate biosynthesis III (D-sorbitol pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-5373	calendate biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Conjugated Fatty Acid Biosynthesis
PWY-3941	&beta;-alanine biosynthesis II	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|&beta; Alanine Biosynthesis
PWY-8142	L-ascorbate biosynthesis VI (plants, myo-inositol pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-7583	arachidonate biosynthesis II (bacteria)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Arachidonate Biosynthesis
PWY-5155	&beta;-alanine biosynthesis III	Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|&beta; Alanine Biosynthesis
PWY3DJ-35471	L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Ascorbate Biosynthesis
PWY-7725	arachidonate biosynthesis V (8-detaturase, mammals)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Arachidonate Biosynthesis
PWY-3982	uracil degradation I (reductive)	Degradation/Utilization/Assimilation|Nucleoside and Nucleotide Degradation|Pyrimidine Nucleotide Degradation|Pyrimidine Nucleobase Degradation|Uracil Degradation|Biosynthesis|Amino Acid Biosynthesis|Other Amino Acid Biosynthesis|&beta; Alanine Biosynthesis
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|cob(II)yrinate a,c-diamide biosynthesis
PWY-5353	arachidonate biosynthesis I (6-desaturase, lower eukaryotes)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Arachidonate Biosynthesis
PWY-361	phenylpropanoid biosynthesis	Biosynthesis|Cell Structure Biosynthesis|Plant Cell Structures|Secondary Cell Wall|Secondary Metabolite Biosynthesis|Phenylpropanoid Derivative Biosynthesis|Lignin Biosynthesis
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|cob(II)yrinate a,c-diamide biosynthesis
PWY-7601	arachidonate biosynthesis IV (8-detaturase, lower eukaryotes)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis|Unsaturated Fatty Acid Biosynthesis|Polyunsaturated Fatty Acid Biosynthesis|Arachidonate Biosynthesis
PWY-5800	xylan biosynthesis	Biosynthesis|Cell Structure Biosynthesis|Plant Cell Structures|Secondary Cell Wall
PWY-6987	lipoate biosynthesis and incorporation III (Bacillus)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
PWY-5037	caffeine biosynthesis I	Biosynthesis|Secondary Metabolite Biosynthesis|Nitrogen-Containing Secondary Compound Biosynthesis|Alkaloid Biosynthesis|Purine Alkaloid Biosynthesis|Caffeine Biosynthesis
PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Cross-Bridge Biosynthesis
PWY0-501	lipoate biosynthesis and incorporation I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
PWY-5038	caffeine biosynthesis II (via paraxanthine)	Biosynthesis|Secondary Metabolite Biosynthesis|Nitrogen-Containing Secondary Compound Biosynthesis|Alkaloid Biosynthesis|Purine Alkaloid Biosynthesis|Caffeine Biosynthesis
PWY-6459	peptidoglycan cross-bridge biosynthesis I (S. aureus)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Cross-Bridge Biosynthesis
PWY-6984	lipoate salvage II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
PWY-6133	(S)-reticuline biosynthesis II	Biosynthesis|Secondary Metabolite Biosynthesis|Nitrogen-Containing Secondary Compound Biosynthesis|Alkaloid Biosynthesis|Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis|(S)-reticuline biosynthesis
PWY-6463	peptidoglycan cross-bridge biosynthesis IV (Weissella viridescens)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Cross-Bridge Biosynthesis
PWY0-1275	lipoate biosynthesis and incorporation II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
PWY-3581	(S)-reticuline biosynthesis I	Biosynthesis|Secondary Metabolite Biosynthesis|Nitrogen-Containing Secondary Compound Biosynthesis|Alkaloid Biosynthesis|Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis|(S)-reticuline biosynthesis
PWY-6462	peptidoglycan cross-bridge biosynthesis III (Enterococcus faecalis)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Cross-Bridge Biosynthesis
PWY-7382	lipoate biosynthesis and incorporation IV (yeast)	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
NONMEVIPP-PWY	methylerythritol phosphate pathway I	Biosynthesis|Secondary Metabolite Biosynthesis|Terpenoid Biosynthesis|Hemiterpene Biosynthesis|Isopentenyl Diphosphate Biosynthesis|Methylerythritol Phosphate Pathways
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Biosynthesis
PWY0-522	lipoate salvage I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Lipoate Biosynthesis
PWY-7560	methylerythritol phosphate pathway II	Biosynthesis|Secondary Metabolite Biosynthesis|Terpenoid Biosynthesis|Hemiterpene Biosynthesis|Isopentenyl Diphosphate Biosynthesis|Methylerythritol Phosphate Pathways
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|UDP-N-Acetylmuramoyl-Pentapeptide Biosynthesis
PWY-7524	mevalonate pathway III (Thermoplasma)	Biosynthesis|Secondary Metabolite Biosynthesis|Terpenoid Biosynthesis|Hemiterpene Biosynthesis|Isopentenyl Diphosphate Biosynthesis|Mevalonate Pathways
